filename,label,language,spec_cent_mean,spec_cent_std,spec_bw_mean,spec_bw_std,spec_roll_mean,spec_roll_std,spec_flatness_mean,spec_flatness_std,zcr_mean,zcr_std,rms_mean,rms_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std
human_en_0001.wav,human,English,2427.251155670275,1237.8857053589406,1898.980019289622,375.40317194714976,4430.78224522293,1936.272127561308,0.19672070814448622,0.24904057207648558,0.24845118431528662,0.18935934417675926,0.12271905690431595,0.10736443102359772,-166.33917112168356,92.3670681072873,54.80527819706514,52.72282137479835,3.634329270978137,18.469525043762548,23.40470114997663,22.559294549714497,-0.3665118169701545,14.458792869404972,-3.612561819943649,16.306430770058352,-8.274575318951657,11.32064076541075,-16.486388103180506,13.725986934886226,-8.639110848685085,11.499181587799386,-1.5889398920898894,7.2717895317931855,-11.731209178875773,12.890480799986674,-1.4288649674071336,7.821373065475935,-7.7167141775106405,8.019509009840451,-6.915307171304474,6.779240228456053,2.7881303776381885,7.855466163627325,0.514134859733914,6.467721233829336,-3.8604868287526783,4.878893422887328,-0.6362942647498735,4.9496926752252275,-4.786925805135478,6.072406597387002,-4.895812270774629,5.867350874558124
human_en_0002.wav,human,English,1367.3955562333717,745.421438721304,1324.30912511374,338.74120506622876,2637.19148089172,1319.9982423311183,0.006619561926109151,0.013776668049505766,0.10597880175159236,0.08072469183412811,0.15007534623146057,0.06157761812210083,-141.7766773185624,54.32277186533387,118.05531123115696,51.44154831090712,-15.135636877998818,27.53957714977135,34.71114850893661,27.901097383983164,-12.947337047340646,18.493508520758034,5.6899630866967845,15.859011089160468,-7.256534285440365,14.407510854627992,-20.79213451044505,14.456529524477691,-7.781036516034431,15.560182591079219,1.799161535259821,10.756287367540173,-17.272178032497624,11.554040091653214,3.661847984457448,13.093258904807886,-19.536479409372113,10.528444747069369,1.8913645411318767,9.191623645311791,-0.744368148498701,7.748284779196108,3.921439511149322,7.588882125985768,-10.9000739508036,7.61992347416645,0.24639191511291292,7.880722521631877,-8.52241279694607,7.229259779733495,-1.7488940586221247,7.479612768279325
human_en_0003.wav,human,English,1564.9632352867304,885.1255396663839,1484.0702938801664,393.9923170661765,3057.0262738853503,1435.6753840011609,0.01865347148754874,0.040040380760388676,0.10744986564490445,0.08266871190179817,0.20368225872516632,0.0710524395108223,-120.26480017822692,58.78390374443407,97.74924191242678,61.58263012596219,-8.11532135940001,37.90767989595405,39.01147628401729,28.418815589507595,-8.3638792097078,20.986625597526295,1.7909922515114476,18.61365893519607,-11.350617878626691,16.64508230038163,-27.51348248063986,15.794165642647227,1.5705681669963296,15.800151658122502,-13.701720668048685,12.711285775975334,-8.739405940429547,13.084591978815268,-3.3464331993309817,11.433300767250632,-16.36537342554554,13.371522465842641,7.816651305258673,10.547697145662136,-1.7353863961499556,9.800552660847655,0.06027298980957677,6.667074685835908,-4.6035325472398885,7.835843940897903,-3.906555955087326,8.196126053102033,-4.2550535812160115,8.09128496619267,-2.8435435603979315,6.653849086156963
human_en_0004.wav,human,English,1535.630965454659,818.586080211124,1395.362461822839,352.8789137512991,2952.378582802548,1398.1275797692451,0.010202952369166173,0.01962937120293016,0.12482583598726114,0.08875130471370245,0.16958895325660706,0.08406879007816315,-146.33202913087314,121.31419276230686,108.88256571077977,64.65927650804036,-10.546049962377058,34.56278465292156,33.43766184886783,31.1088686964854,-19.538342717691,23.362431151119086,-1.6804004358762448,16.23816614340676,-17.609848967642442,18.011836326699147,-20.1034236635431,14.470188898132683,9.241441147786782,15.465397207396242,-19.83630105717014,14.138941581833615,-7.029858290492075,11.517468648519083,-0.8088346825731566,9.516590070910585,-13.74950115402553,10.888397436301844,11.74445519136223,9.347702500309587,-11.04629333861485,11.166855181065332,-1.3119897736916353,8.971388744805122,-3.4231901602059827,7.741179387810968,-6.6238118537116355,6.5847352752102,-5.903578419518518,6.814904715675585,-4.76233143698613,6.7941688361016235
human_en_0005.wav,human,English,2321.5752812038218,1124.6426782314752,1897.4237603960814,366.0861845752673,4356.339570063694,1796.5536115417774,0.14267656201208082,0.21825964434266762,0.22045431926751594,0.16360201316773512,0.1272413581609726,0.09260321408510208,-147.34257605800872,83.7612906680459,61.98509912188963,51.08837140303233,9.6428833532091,26.054175682378663,6.813340285905155,26.62657523582902,-19.68574823249956,22.483928652233818,-3.6801421552615676,14.754126919653647,-19.171720164784467,20.613629203772664,-14.061812806880978,11.482683244035474,-2.838171644737726,9.474758305396985,-12.452802757372773,10.45899055452987,-2.8910271301344674,8.814883116729414,-7.386131058340147,8.775877739830461,-1.034206776559353,9.402775591372828,7.441468232722449,8.075775992695036,-9.043430452844424,8.960033431664481,-3.426650041723804,5.37542707027569,-2.5969881063016125,5.30576117105697,-7.737041641358003,6.681400781403337,-3.174246379165643,5.6284025298764435,-7.027703535284629,5.658246294602149
human_en_0006.wav,human,English,1946.314443045589,916.6992824274728,1776.6726998087288,316.868979263457,3806.87699044586,1368.8258877331923,0.02291032818206378,0.02599640263376735,0.1494389430732484,0.10834538233064331,0.19738318026065826,0.0830710381269455,-78.19928996841827,51.70713284219682,78.05736510667843,42.182504945930795,15.859322217729682,34.6028997006495,26.475658096070585,26.142747687478874,-18.2979178448325,23.403131030883074,-7.3400929633183445,18.060748423291717,-25.66092052223788,18.832423748391296,-2.0498737417707806,13.425716022686888,-6.1117421034602115,11.22958843013479,-14.925100233338283,8.929442000007821,-3.1104554411591288,9.919869025792497,-8.097183362536537,7.171725459748078,7.576011971536891,10.887591238058757,-0.07369646522514017,7.736205631613608,-13.750186248894172,8.28504088030944,-0.678198247813745,4.350324761315578,-7.779747754759535,3.699651125780173,-3.9274538109377137,6.093470320745064,-7.549022597952441,5.617046446200576,-9.210758388760569,4.479194550534557
human_en_0007.wav,human,English,1195.4396172400934,572.4489436553985,1176.276203457935,254.71165244681418,2391.122611464968,969.5260760012825,0.0017039110080942102,0.0052907413808702146,0.09430048268312102,0.06410055119078606,0.18848645687103271,0.09210647642612457,-138.24234670179425,57.925338529271265,140.47744478826453,44.6180585156407,-29.294719729595126,23.199228392910708,55.00828966526314,25.77982924716351,-2.1619078888581207,26.778060296324213,6.228781310388269,19.443886602876656,0.7212629692518047,12.01094177266377,-17.271926265892418,19.938102192739255,-28.720529860684245,9.749947015464388,8.58327863689196,7.502896276219373,-27.09895136623821,12.579008395281463,5.27661750492756,11.46253067817037,-10.920999068812913,10.10784980057807,-16.970517260707798,11.324174623319722,4.912843115672347,14.001123240486356,-0.2363710337787108,11.636262332753432,-5.168270513199757,7.066747990324256,1.6011658310391734,6.6804617570739495,3.5853601014935355,5.146602990547852,-8.360946667092945,8.012789207692155
human_en_0008.wav,human,English,921.0426902509588,164.75375860682337,1078.1772704707676,113.98589720775169,1796.7257165605095,551.2778233229983,0.0005131664896692782,0.0006976037866185344,0.06634404856687898,0.01894127908640203,0.23057641088962555,0.09941180050373077,-127.87636407493035,49.02069306475486,165.31770882490366,14.583427221738441,-21.341135235609848,27.331574465383994,39.539890831130926,11.12446531226018,-21.55001584003192,21.651121238187663,-9.327980033861802,14.097368699939317,2.5104927409415847,10.238415890139636,-21.268801189936006,12.996143856595825,-6.782108583738214,11.151048545977265,4.089139521728614,13.099449901281782,-23.58825562434637,9.669338387667604,23.73524665368613,11.833890630981768,-19.447666294441458,12.75481789734717,-2.1117013863134693,14.14752596213332,0.8532597045970314,5.9029952153856895,1.2538450263859708,7.97467578705194,-9.7810606896416,8.676884718488893,1.7891012751212543,5.372980854312517,-3.9692918120914853,4.93267334948739,-10.75164600540908,4.947592104499613
human_en_0009.wav,human,English,1101.797015746557,540.4348592536733,1194.4122931286483,282.73722964495,2050.109474522293,1028.691684007033,0.003517997667316379,0.010484167949195348,0.07497138734076433,0.044293556233327626,0.2060776948928833,0.0745454952120781,-131.32936761228484,51.62180271925339,136.04810546920592,43.842954990413276,-17.92710165737671,22.862532080188693,46.41382279066084,25.367418515307556,-12.500703002021057,27.902336702432674,1.3655692438464841,19.722287637302315,-16.035231952863814,15.56013515593272,-20.92660164666533,11.011272495808335,-3.9562609286756794,9.684644230116305,-4.237476053611276,12.242936958525364,-23.068974486202897,10.960373541801237,2.9000163652469815,8.909345698546861,-20.467924037075175,8.810054395698051,8.536551045180135,12.380565718849589,-1.77935110382986,8.651634853012027,1.773459374511841,10.8387764214225,-9.625561470781964,6.2500789353852495,3.7105689641447044,9.1540045287872,-9.918553740582217,8.35272540852841,-4.646915383937039,7.4378718664520616
human_en_0010.wav,human,English,1743.3258751210994,969.3786463191677,1722.0556611715297,375.9161855205652,3400.9255573248406,1663.9439423487045,0.060093512292524194,0.13807689989420222,0.13724435210987262,0.1255071706867383,0.1676420122385025,0.07846836745738983,-127.79141452335506,66.7554498073934,84.52318920924499,49.58604996474274,9.764818826446856,30.002908065814076,14.340528671021984,23.09135862514605,-14.062513623180644,26.19995633231055,-0.7574392561316822,14.918063167768848,-5.663781305912503,14.072231737881967,-16.370949962751975,12.461619401947045,0.8005340792411291,11.384395042878653,-8.988571068293439,10.750933553803566,-6.74756757609543,9.197128951938872,-2.931577041987485,8.71040006572565,-6.346898582355175,7.983846261656871,2.3033245572327123,8.041412314378116,0.3868905478989413,6.7365896295112115,-3.926058296183761,7.679925797932644,-4.958099861310865,6.341015477054422,-6.4140538805307274,6.0525621820997415,-3.64909282935311,4.795236876693533,-3.4916512248626046,5.509476459776056
